Provider_Number,Hospital_Name,Address,City,State,ZIP_Code,County_Name,HBIPS-2_Measure_Description,HBIPS-2_Overall_Rate_Per_1000,HBIPS-2_Overall_Num,HBIPS-2_Overall_Den,HBIPS-2_Overall_Footnote,HBIPS-3_Measure_Description,HBIPS-3_Overall_Rate_Per_1000,HBIPS-3_Overall_Num,HBIPS-3_Overall_Den,HBIPS-3_Overall_Footnote,HBIPS-5_Measure_Description,HBIPS-5_Overall_%_of_Total,HBIPS-5_Overall_Num,HBIPS-5_Overall_Den,HBIPS-5_Overall_Footnote,HBIPS-6_Measure_Description,HBIPS-6_Overall_%_of_Total,HBIPS-6_Overall_Num,HBIPS-6_Overall_Den,HBIPS-6_Overall_Footnote,HBIPS-7_Measure_Description,HBIPS-7_Overall_%_of_Total,HBIPS-7_Overall_Num,HBIPS-7_Overall_Den,HBIPS-7_Overall_Footnote,SUB-1_Measure_Description,SUB-1_%,SUB-1_Numerator,SUB-1_Denominator,SUB-1_Footnote,TOB-1_Measure_Description,TOB-1_%,TOB-1_Numerator,TOB-1_Denominator,TOB-1_Footnote,TOB-2/-2a_Measure_Desc,TOB-2_%,TOB-2_Numerator,TOB-2/-2a_Denominator,TOB-2_Footnote,TOB-2a_%,TOB-2a_Numerator,TOB-2/-2a__Denominator,TOB-2a_Footnote,PEoC_Measure_Description,PEoC_Assessed_Response,PEoC_Assessed_Footnote,EHR_Use_Measure_Description,EHR_Use_Response,EHR_Use_Footnote,HIE_Measure_Description,HIE_Response,HIE_Footnote,Start_Date,End_Date,FUH_Measure_Description,FUH-30_%,FUH-30_Numerator,FUH-30_Denominator,FUH-30_Footnote,FUH-7_%,FUH-7_Numerator,FUH-7_Denominator,FUH-7_Footnote,FUH_Measure_Start_Date,FUH_Measure_End_Date,IMM-2_Measure_Description,IMM-2_%,IMM-2_Numerator,IMM-2_Denominator,IMM-2_Footnote,HCP_Measure_Description,HCP_%,HCP_Numerator,HCP_Denominator,HCP_Footnote,Flu_Season_Start_Date,Flu_Season_End_Date
"010104","TRINITY MEDICAL CENTER","3690 GRANDVIEW PARKWAY ","BIRMINGHAM","AL","35243","Jefferson","Hours of physical-restraint use","0.12","9.81","3324","","Hours of seclusion","0.02","1.92","3324","","Patients discharged on multiple antipsychotic medications with appropriate justification","100.00%","21","21","","Post-discharge continuing care plan created","100.00%","222","222","","Post-discharge continuing care plan transmitted to the next level of care provider upon discharge","100.00%","222","222","","Alcohol Use Screening","100.00%","160","160","","Tobacco Use Screening","100.00%","161","161","","Tobacco Use Treatment (during the hospital stay)","100.00%","28","28","","42.86%","12","28","","Assessment of Patient Experience of Care","No","","Use of an Electronic Health Record","Certified EHR Technology","","Interoperable health information exchanged with HISP","No","","01/01/2015","12/31/2015","Percent of patients receiving follow-up care within 30 days (FUH-30) or within 7 days (FUH-7) after hospitalization for mental illness","Not Available","Not Available","Not Available","1","Not Available","Not Available","Not Available","1","07/01/2014","06/30/2015","Influenza Immunization","100.00%","108","108","","Healthcare Personnel Influenza Vaccination","79","62","78","","10/01/2015","03/31/2016"
"010109","PICKENS COUNTY MEDICAL CENTER","241 ROBERT K WILSON DRIVE ","CARROLLTON","AL","35447","Pickens","Hours of physical-restraint use","0.00",".08","2053","","Hours of seclusion","0.00","0","2053","","Patients discharged on multiple antipsychotic medications with appropriate justification","Not Available","Not Available","Not Available","1","Post-discharge continuing care plan created","100.00%","99","99","","Post-discharge continuing care plan transmitted to the next level of care provider upon discharge","81.82%","81","99","","Alcohol Use Screening","96.77%","30","31","","Tobacco Use Screening","100.00%","45","45","","Tobacco Use Treatment (during the hospital stay)","Not Available","Not Available","Not Available","1","Not Available","Not Available","Not Available","1","Assessment of Patient Experience of Care","Yes","","Use of an Electronic Health Record","Paper or Other Form","","Interoperable health information exchanged with HISP","Yes","","01/01/2015","12/31/2015","Percent of patients receiving follow-up care within 30 days (FUH-30) or within 7 days (FUH-7) after hospitalization for mental illness","Not Available","Not Available","Not Available","1","Not Available","Not Available","Not Available","1","07/01/2014","06/30/2015","Influenza Immunization","100.00%","40","40","","Healthcare Personnel Influenza Vaccination","88","21","24","","10/01/2015","03/31/2016"
"010110","BULLOCK COUNTY HOSPITAL","102 CONECUH AVENUE WEST ","UNION SPRINGS","AL","36089","Bullock","Hours of physical-restraint use","0.00","0","4480","","Hours of seclusion","1.23","132","4480","","Patients discharged on multiple antipsychotic medications with appropriate justification","0.00%","0","143","","Post-discharge continuing care plan created","64.04%","399","623","","Post-discharge continuing care plan transmitted to the next level of care provider upon discharge","58.75%","366","623","","Alcohol Use Screening","40.84%","243","595","","Tobacco Use Screening","92.77%","552","595","","Tobacco Use Treatment (during the hospital stay)","0.00%","0","324","","0.00%","0","324","","Assessment of Patient Experience of Care","No","","Use of an Electronic Health Record","Paper or Other Form","","Interoperable health information exchanged with HISP","No","","01/01/2015","12/31/2015","Percent of patients receiving follow-up care within 30 days (FUH-30) or within 7 days (FUH-7) after hospitalization for mental illness","30.11%","28","93","","16.13%","15","93","","07/01/2014","06/30/2015","Influenza Immunization","72.20%","200","277","","Healthcare Personnel Influenza Vaccination","43","19","44","","10/01/2015","03/31/2016"
"010112","BRYAN W. WHITFIELD MEMORIAL HOSPITAL","105 HIGHWAY 80 EAST ","DEMOPOLIS","AL","36732","Marengo","Hours of physical-restraint use","0.00",".02","2237","","Hours of seclusion","0.00","0","2237","","Patients discharged on multiple antipsychotic medications with appropriate justification","Not Available","Not Available","Not Available","1","Post-discharge continuing care plan created","94.44%","136","144","","Post-discharge continuing care plan transmitted to the next level of care provider upon discharge","94.44%","136","144","","Alcohol Use Screening","91.67%","11","12","","Tobacco Use Screening","91.67%","11","12","","Tobacco Use Treatment (during the hospital stay)","Not Available","Not Available","Not Available","1","Not Available","Not Available","Not Available","1","Assessment of Patient Experience of Care","Yes","","Use of an Electronic Health Record","Paper or Other Form","","Interoperable health information exchanged with HISP","No","","01/01/2015","12/31/2015","Percent of patients receiving follow-up care within 30 days (FUH-30) or within 7 days (FUH-7) after hospitalization for mental illness","72.22%","26","36","","47.22%","17","36","","07/01/2014","06/30/2015","Influenza Immunization","Not Available","Not Available","Not Available","1","Healthcare Personnel Influenza Vaccination","Not Available","Not Available","Not Available","1","10/01/2015","03/31/2016"
"010113","MOBILE INFIRMARY MEDICAL CENTER","5 MOBILE INFIRMARY CIRCLE ","MOBILE","AL","36607","Mobile","Hours of physical-restraint use","1.22","298.19","10194","","Hours of seclusion","0.47","115.27","10194","","Patients discharged on multiple antipsychotic medications with appropriate justification","0.00%","0","20","","Post-discharge continuing care plan created","5.79%","21","363","","Post-discharge continuing care plan transmitted to the next level of care provider upon discharge","4.13%","15","363","","Alcohol Use Screening","94.74%","468","494","","Tobacco Use Screening","99.20%","493","497","","Tobacco Use Treatment (during the hospital stay)","72.73%","152","209","","32.06%","67","209","","Assessment of Patient Experience of Care","No","","Use of an Electronic Health Record","Certified EHR Technology","","Interoperable health information exchanged with HISP","Yes","","01/01/2015","12/31/2015","Percent of patients receiving follow-up care within 30 days (FUH-30) or within 7 days (FUH-7) after hospitalization for mental illness","41.96%","47","112","","22.32%","25","112","","07/01/2014","06/30/2015","Influenza Immunization","98.97%","289","292","","Healthcare Personnel Influenza Vaccination","5","56","1052","","10/01/2015","03/31/2016"
"010114","MEDICAL WEST, AN AFFILIATE OF UAB HEALTH SYSTEM","995 9TH AVENUE SOUTHWEST ","BESSEMER","AL","35022","Jefferson","Hours of physical-restraint use","5.11","620.8","5065","","Hours of seclusion","0.00","0","5065","","Patients discharged on multiple antipsychotic medications with appropriate justification","43.59%","17","39","","Post-discharge continuing care plan created","98.19%","435","443","","Post-discharge continuing care plan transmitted to the next level of care provider upon discharge","98.19%","435","443","","Alcohol Use Screening","98.50%","329","334","","Tobacco Use Screening","99.49%","390","392","","Tobacco Use Treatment (during the hospital stay)","72.41%","42","58","","41.38%","24","58","","Assessment of Patient Experience of Care","No","","Use of an Electronic Health Record","Certified EHR Technology","","Interoperable health information exchanged with HISP","Yes","","01/01/2015","12/31/2015","Percent of patients receiving follow-up care within 30 days (FUH-30) or within 7 days (FUH-7) after hospitalization for mental illness","57.69%","15","26","","Not Available","Not Available","Not Available","1","07/01/2014","06/30/2015","Influenza Immunization","91.67%","187","204","","Healthcare Personnel Influenza Vaccination","53","19","36","","10/01/2015","03/31/2016"
"010125","LAKELAND COMMUNITY HOSPITAL","PO BOX 780 ","HALEYVILLE","AL","35565","Winston","Hours of physical-restraint use","0.00","0","1363","","Hours of seclusion","0.00","0","1363","","Patients discharged on multiple antipsychotic medications with appropriate justification","Not Available","Not Available","Not Available","1","Post-discharge continuing care plan created","100.00%","106","106","","Post-discharge continuing care plan transmitted to the next level of care provider upon discharge","100.00%","106","106","","Alcohol Use Screening","99.01%","100","101","","Tobacco Use Screening","100.00%","101","101","","Tobacco Use Treatment (during the hospital stay)","80.00%","24","30","","56.67%","17","30","","Assessment of Patient Experience of Care","No","","Use of an Electronic Health Record","Certified EHR Technology","","Interoperable health information exchanged with HISP","Yes","","01/01/2015","12/31/2015","Percent of patients receiving follow-up care within 30 days (FUH-30) or within 7 days (FUH-7) after hospitalization for mental illness","44.00%","11","25","","Not Available","Not Available","Not Available","1","07/01/2014","06/30/2015","Influenza Immunization","100.00%","44","44","","Healthcare Personnel Influenza Vaccination","88","105","119","","10/01/2015","03/31/2016"
"010129","NORTH BALDWIN INFIRMARY","1815 HAND AVENUE ","BAY MINETTE","AL","36507","Baldwin","Hours of physical-restraint use","0.00","0","4275","","Hours of seclusion","0.04","4.47","4275","","Patients discharged on multiple antipsychotic medications with appropriate justification","Not Available","Not Available","Not Available","1","Post-discharge continuing care plan created","88.62%","257","290","","Post-discharge continuing care plan transmitted to the next level of care provider upon discharge","74.48%","216","290","","Alcohol Use Screening","99.64%","279","280","","Tobacco Use Screening","99.29%","278","280","","Tobacco Use Treatment (during the hospital stay)","Not Available","Not Available","Not Available","1","Not Available","Not Available","Not Available","1","Assessment of Patient Experience of Care","No","","Use of an Electronic Health Record","Certified EHR Technology","","Interoperable health information exchanged with HISP","Yes","","01/01/2015","12/31/2015","Percent of patients receiving follow-up care within 30 days (FUH-30) or within 7 days (FUH-7) after hospitalization for mental illness","62.96%","17","27","","Not Available","Not Available","Not Available","1","07/01/2014","06/30/2015","Influenza Immunization","93.33%","126","135","","Healthcare Personnel Influenza Vaccination","84","360","427","","10/01/2015","03/31/2016"
"010139","BROOKWOOD MEDICAL CENTER","2010 BROOKWOOD MEDICAL CENTER DRIVE ","BIRMINGHAM","AL","35209","Jefferson","Hours of physical-restraint use","0.20","162.3","34319","","Hours of seclusion","0.00","2.92","34319","","Patients discharged on multiple antipsychotic medications with appropriate justification","Not Available","Not Available","Not Available","1","Post-discharge continuing care plan created","80.57%","825","1024","","Post-discharge continuing care plan transmitted to the next level of care provider upon discharge","59.18%","606","1024","","Alcohol Use Screening","97.61%","777","796","","Tobacco Use Screening","99.13%","794","801","","Tobacco Use Treatment (during the hospital stay)","35.94%","170","473","","31.71%","150","473","","Assessment of Patient Experience of Care","Yes","","Use of an Electronic Health Record","Paper or Other Form","","Interoperable health information exchanged with HISP","No","","01/01/2015","12/31/2015","Percent of patients receiving follow-up care within 30 days (FUH-30) or within 7 days (FUH-7) after hospitalization for mental illness","45.45%","185","407","","20.64%","84","407","","07/01/2014","06/30/2015","Influenza Immunization","43.35%","101","233","","Healthcare Personnel Influenza Vaccination","64","990","1555","","10/01/2015","03/31/2016"
"010146","RMC JACKSONVILLE","1701 SOUTH PELHAM ROAD ","JACKSONVILLE","AL","36265","Calhoun","Hours of physical-restraint use","0.00","0","3052","","Hours of seclusion","0.00","0","3052","","Patients discharged on multiple antipsychotic medications with appropriate justification","Not Available","Not Available","Not Available","1","Post-discharge continuing care plan created","96.70%","176","182","","Post-discharge continuing care plan transmitted to the next level of care provider upon discharge","91.21%","166","182","","Alcohol Use Screening","92.31%","156","169","","Tobacco Use Screening","100.00%","168","168","","Tobacco Use Treatment (during the hospital stay)","66.67%","12","18","","61.11%","11","18","","Assessment of Patient Experience of Care","No","","Use of an Electronic Health Record","Certified EHR Technology","","Interoperable health information exchanged with HISP","Yes","","01/01/2015","12/31/2015","Percent of patients receiving follow-up care within 30 days (FUH-30) or within 7 days (FUH-7) after hospitalization for mental illness","Not Available","Not Available","Not Available","1","Not Available","Not Available","Not Available","1","07/01/2014","06/30/2015","Influenza Immunization","96.15%","75","78","","Healthcare Personnel Influenza Vaccination","93","28","30","","10/01/2015","03/31/2016"
"010150","L V STABLER MEMORIAL HOSPITAL","29 L V STABLER DRIVE ","GREENVILLE","AL","36037","Butler","Hours of physical-restraint use","0.00","0","2762","","Hours of seclusion","0.00","0","2762","","Patients discharged on multiple antipsychotic medications with appropriate justification","Not Available","0","0","7","Post-discharge continuing care plan created","100.00%","200","200","","Post-discharge continuing care plan transmitted to the next level of care provider upon discharge","100.00%","200","200","","Alcohol Use Screening","100.00%","204","204","","Tobacco Use Screening","100.00%","204","204","","Tobacco Use Treatment (during the hospital stay)","100.00%","24","24","","Not Available","Not Available","Not Available","1","Assessment of Patient Experience of Care","No","","Use of an Electronic Health Record","Paper or Other Form","","Interoperable health information exchanged with HISP","No","","01/01/2015","12/31/2015","Percent of patients receiving follow-up care within 30 days (FUH-30) or within 7 days (FUH-7) after hospitalization for mental illness","Not Available","Not Available","Not Available","1","Not Available","Not Available","Not Available","1","07/01/2014","06/30/2015","Influenza Immunization","100.00%","89","89","","Healthcare Personnel Influenza Vaccination","74","26","35","","10/01/2015","03/31/2016"
"010157","SHOALS HOSPITAL","201 WEST AVALON AVENUE ","MUSCLE SHOALS","AL","35661","Colbert","Hours of physical-restraint use","0.11","12.58","4775","","Hours of seclusion","0.11","12.58","4775","","Patients discharged on multiple antipsychotic medications with appropriate justification","Not Available","Not Available","Not Available","1","Post-discharge continuing care plan created","91.73%","233","254","","Post-discharge continuing care plan transmitted to the next level of care provider upon discharge","89.37%","227","254","","Alcohol Use Screening","99.70%","335","336","","Tobacco Use Screening","98.51%","330","335","","Tobacco Use Treatment (during the hospital stay)","67.24%","39","58","","48.28%","28","58","","Assessment of Patient Experience of Care","Yes","","Use of an Electronic Health Record","Non-Certified EHR Technology","","Interoperable health information exchanged with HISP","Yes","","01/01/2015","12/31/2015","Percent of patients receiving follow-up care within 30 days (FUH-30) or within 7 days (FUH-7) after hospitalization for mental illness","63.64%","35","55","","27.27%","15","55","","07/01/2014","06/30/2015","Influenza Immunization","99.45%","180","181","","Healthcare Personnel Influenza Vaccination","100","48","48","","10/01/2015","03/31/2016"
